"GeneName","GeneID","Accession","RNAFeatureCount","ProteinFeatureCount","RNABaseMean","RNA_log2FC","RNA_pvalue","RNA_padj","ProteinAveExpr","Protein_log2FC","Protein_pvalue","Protein_padj","RNAEffect","ProteinEffect","RNAEvidence","ProteinEvidence","Evidence","NineQuadrant","NineCell","LabelScore"
"Cul9","ENSMUSG00000040327","Q80TT8","1","1",1117.3829594464,-0.00709898386719251,0.83209057974595,0.999163298615518,14.4473291710595,0.0553737288469023,0.623242352943812,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205706568393184
"Mettl1","ENSMUSG00000006732","Q9Z120","1","1",139.894616935584,-0.00503439153418138,0.800798751386904,0.999163298615518,12.4836008535275,-0.108654511033178,0.623326047891456,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205648251089529
"Cacng7","ENSMUSG00000069806","P62956","1","1",3392.04553952982,0.0381722284712273,0.283062678188423,0.999163298615518,15.9405332613764,0.0876405837717495,0.623326226366289,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205648126739481
"Ptprn","ENSMUSG00000026204","Q60673","1","1",9397.98709561626,0.0531446122075826,0.127770912102866,0.942562973815802,15.4375158451805,-0.121449857723874,0.660885321134805,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205563518491811
"Tial1","ENSMUSG00000030846","P70318","1","1",1023.30350284337,-0.00359406976056534,0.902979830642324,0.99955764995295,17.6449015876938,-0.0432062255965278,0.623535503224639,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205330966058372
"Acot1","ENSMUSG00000072949","O55137","1","1",170.279295394034,-0.045131615483854,0.0722292130463431,0.814032428706364,16.712137438114,0.0340518124128977,0.765672050690269,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205315499383898
"Myef2","ENSMUSG00000027201","Q8C854","1","1",1321.18353771259,0.0643275620977151,0.12113404103565,0.928449686583654,18.8189272963151,0.0343027207602979,0.671690797453397,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.205072227787344
"Gpatch8","ENSMUSG00000034621","A2A6A1","1","1",916.829791044369,0.0475610527309097,0.189591056728242,0.999163298615518,8.7854858546265,-0.242779084650547,0.624277205163151,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204986049490518
"Tprg1l","ENSMUSG00000029030","Q9DBS2","1","1",2543.23250596302,-0.0847166628095461,0.0651931938556462,0.782363256055956,18.8200355968566,0.0456603393144022,0.797357974491547,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204938212495772
"Git1","ENSMUSG00000011877","Q68FF6","1","1",7177.75781604317,-0.0791659613887117,0.0637171359816813,0.778098140714275,18.9688917462242,-0.0199590647362733,0.802060293779169,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204758605439852
"Eml5","ENSMUSG00000051166","Q8BQM8","1","1",664.767274465703,0.0165342752690518,0.421376586116202,0.999163298615518,15.7388556747219,-0.105847795858748,0.624722749977163,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204676205344284
"Tbcb","ENSMUSG00000006095","Q9D1E6","1","1",1133.95935911107,-0.0342954752955178,0.318780440586484,0.999163298615518,21.7938433603097,0.0379072749624214,0.624835392727068,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204597905466638
"Tuba4a","ENSMUSG00000026202","P68368","1","1",9112.71441225793,0.037165548743394,0.186608954859243,0.999163298615518,26.0342250201978,0.0250319095922826,0.625067460071611,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204436636023821
"Thoc3","ENSMUSG00000025872","Q8VE80","1","1",461.756366923334,-0.0178205896816143,0.548505472981359,0.999163298615518,15.0336078466855,0.0621853363904474,0.625201431951846,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204343562847466
"Bex2","ENSMUSG00000042750","Q9WTZ8","1","1",4189.07914192558,-0.0261252562098837,0.34550222967867,0.999163298615518,12.9844756134811,0.339360363618948,0.625280843979382,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204288403000636
"Syne2","ENSMUSG00000063450","Q6ZWQ0","1","1",443.444939342825,0.00721464353540422,0.792730752288811,0.999163298615518,11.2572258446962,-0.140559523581897,0.625403697792579,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204203082151866
"Llgl1","ENSMUSG00000020536","Q80Y17","1","1",751.394988068252,-0.0210798382610722,0.515051358274901,0.999163298615518,20.4421881146086,-0.0492022671108536,0.625516990828855,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.204124416028466
"Dtnb","ENSMUSG00000071454","O70585","1","1",965.261569252789,0.021233901635304,0.502456161121811,0.999163298615518,17.8366987492673,-0.0490973327031767,0.625728081329101,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203977881281039
"Ubxn4","ENSMUSG00000026353","Q8VCH8","1","1",1334.74521529861,-0.0426924399517576,0.311188908963189,0.999163298615518,15.6393044276607,0.0619532378068008,0.626252855892483,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203613807510119
"Otub1","ENSMUSG00000024767","Q7TQI3","1","1",3700.51202457752,-0.0240592322932397,0.498112489712176,0.999163298615518,20.6497857652175,-0.0408701358586008,0.626270072361819,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203601868379167
"C1qtnf4","ENSMUSG00000040794","Q8R066","1","1",3118.00344136622,0.0119922203909756,0.670670472157249,0.999163298615518,17.71170645093,-0.0615597731440012,0.62630205959834,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203579687013382
"Ip6k1","ENSMUSG00000032594","Q6PD10","1","1",4846.7206436167,-0.0818672793451037,0.0716066311347923,0.81024796688532,16.2058443808927,-0.0319723761960979,0.772340782576871,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203573082177621
"Fxr2","ENSMUSG00000018765","Q9WVR4","1","1",2653.98922738104,-0.00391787854481138,0.909937905304778,0.99955764995295,19.2135036969104,-0.0354709522131458,0.626296290969802,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203412312941825
"Pid1","ENSMUSG00000045658","Q3UBG2","1","1",833.843415877146,0.0567902473452041,0.0717238581603457,0.810596435866819,14.472268673549,-0.0784869416445027,0.772787761958594,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203135074274704
"Ctsh","ENSMUSG00000032359","P49935","1","1",260.136963064594,-0.00695078761976983,0.720878184053908,0.999163298615518,14.1844538979495,-0.275881944772902,0.626962315632903,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.203122089104035
"Ndufaf6","ENSMUSG00000050323","A2AIL4","1","1",107.699246716287,-0.0178642869406161,0.406405961496636,0.999163298615518,14.1369965141684,-0.0992326201581744,0.6271807999641,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202970772178237
"Itgb2","ENSMUSG00000000290","P11835","1","1",128.103764396103,-0.00347542310398545,0.78683460396171,0.999163298615518,14.7644348021101,-0.051876527898628,0.627371284998349,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.20283888988991
"Rbmx2","ENSMUSG00000031107","Q8R0F5","1","1",96.0268307422523,0.0087438060345079,0.633249171824343,0.999163298615518,6.72074914081691,-0.238547194497255,0.627402670660921,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202817163873033
"Ankfy1","ENSMUSG00000020790","Q810B6","1","1",1028.24267461616,-0.00829268087535193,0.794208921581911,0.999163298615518,18.4481072773973,0.0369912655494495,0.627449199519141,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202784957320429
"Ppp1r2","ENSMUSG00000047714","Q9DCL8","1","1",3923.08289434202,-0.00403847547830933,0.855197456491342,0.999163298615518,16.8064802980198,-0.0697254168683301,0.627572466012744,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202699645712482
"Syngr1","ENSMUSG00000022415","O55100","1","1",10616.5059272078,0.0578956666736113,0.0884150378120034,0.863552324351842,21.9067386422103,-0.0301813815741703,0.726362248746754,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202558078037678
"Tfrc","ENSMUSG00000022797","Q62351","1","1",1827.43621685712,0.00266292019459204,0.902879833192418,0.99955764995295,16.8219035428134,-0.0598374920355731,0.627544985142075,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202547289308896
"Pip4p2","ENSMUSG00000028221","Q9CZX7","1","1",869.970355202177,0.0407234775314707,0.264993472836797,0.999163298615518,15.4411232158907,-0.0512488976651255,0.627826393109169,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202523957902212
"Gfpt1","ENSMUSG00000029992","P47856","1","1",1517.92260723841,0.0203679100212253,0.560766025885761,0.999163298615518,16.3000203146187,-0.0722637392026293,0.627861560194544,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202499632000086
"Rnf121","ENSMUSG00000070426","Q8R1Z9","1","1",583.257257192773,0.0399737757369833,0.222621456110371,0.999163298615518,13.1298062355439,-0.0933373483177711,0.62795253406324,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.20243670955094
"Elp6","ENSMUSG00000054836","Q8BK75","1","1",167.636508633444,0.0167796719609324,0.431174250295085,0.999163298615518,17.5479125032996,-0.0535197130332037,0.627998159558053,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202405155922695
"Rlbp1","ENSMUSG00000039194","Q9Z275","1","1",352.278281452747,-0.0131656976604216,0.603669204811438,0.999163298615518,16.4269868565362,-0.11516858951763,0.628012732032947,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202395078389965
"Ppp1r14a","ENSMUSG00000037166","Q91VC7","1","1",191.755959062802,-0.0147953243148477,0.439093169720653,0.999163298615518,15.5845733472409,-0.17444433112265,0.628165025750286,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202289774310215
"Zc3h11a","ENSMUSG00000102976","Q6NZF1","1","1",1618.6245261732,0.0212650715070628,0.524203290641653,0.999163298615518,12.0725136463859,0.0834786564908505,0.628305144511605,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202192911198707
"Sema6b","ENSMUSG00000001227","O54951","1","1",2576.27895873974,-0.0047096528922037,0.909608975197362,0.99955764995295,16.7467919421979,0.0468340661636013,0.628151963509485,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.202127431035903
"Accs","ENSMUSG00000040272","A2AIG8","1","1",33.829172476841,0.0104939327359565,0.458004937519415,0.999163298615518,12.3134017958603,-0.129609961031299,0.628797439486085,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201852762344451
"Fam3c","ENSMUSG00000029672","Q91VU0","1","1",1664.94713034486,0.0275930952825214,0.353172834323313,0.999163298615518,17.9753902129688,-0.0547386533084548,0.629049195060801,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201678915938467
"Dcakd","ENSMUSG00000020935","Q8BHC4","1","1",614.107683031501,-0.0126762902900697,0.598020396149752,0.999163298615518,16.1489138039776,-0.0608455821175546,0.629382656096614,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201448756011985
"Rab27b","ENSMUSG00000024511","Q99P58","1","1",735.979995542425,-0.00127373509586922,0.968088375822484,0.99955764995295,17.1953632045913,0.0632118459941751,0.629407006063976,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201260579858158
"Ubqln4","ENSMUSG00000008604","Q99NB8","1","1",2681.56261951085,-0.00259116814227841,0.92681538429485,0.99955764995295,17.8105084326818,-0.0360543076461752,0.629707992030295,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201052947438577
"Cfd","ENSMUSG00000061780","P03953","1","1",0,NA,NA,NA,11.6202125642073,-0.42337596925567,0.629444363384304,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201042651168552
"Osgep","ENSMUSG00000006289","Q8BWU5","1","1",377.34372127763,-0.0161221851473905,0.603509514767373,0.999163298615518,16.9228841649513,0.0361432145650511,0.630021875827633,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.201007897465414
"Tgfb1i1","ENSMUSG00000030782","Q62219","1","1",192.340615451848,-0.00192540440087899,0.905927221890192,0.99955764995295,16.9050696686752,0.0696761884243031,0.629809991277596,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200982606703558
"Nol9","ENSMUSG00000028948","Q3TZX8","1","1",390.083271661656,0.00788456636007914,0.773458727270674,0.999163298615518,12.0571116370714,0.067573511320326,0.630252180758776,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200849169827817
"Tubgcp2","ENSMUSG00000025474","Q921G8","1","1",484.377885836681,0.0203336516464464,0.522826862578025,0.999163298615518,19.8918841621373,0.0526496737058508,0.630459032527421,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200706655695232
"Slc9a8","ENSMUSG00000039463","Q8R4D1","1","1",464.549657468431,0.00164138926994442,0.954395516703083,0.99955764995295,12.0489087546087,-0.126363544898851,0.630345004483978,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200613837309286
"Coa7","ENSMUSG00000048351","Q921H9","1","1",283.485874839509,0.0135468126504969,0.625549391595305,0.999163298615518,17.0031021217792,-0.0482441545137533,0.63071255263474,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200532052355863
"Carhsp1","ENSMUSG00000008393","Q9CR86","1","1",983.233270392828,-0.0239882734253779,0.156512968997451,0.982503851245495,16.8950624704903,-0.0832094513087718,0.641790960431253,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200272142786488
"Ndc1","ENSMUSG00000028614","Q8VCB1","1","1",376.368189117977,0.0167478765282628,0.592229630180387,0.999163298615518,12.1239726596569,-0.109887552530946,0.631134909434225,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200241324292806
"Adam10","ENSMUSG00000054693","O35598","1","1",1871.71244962881,0.0205561741370372,0.528203457185666,0.999163298615518,15.6408129720146,-0.0434467083717234,0.631184450518186,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200207235582634
"Eif3b","ENSMUSG00000056076","Q8JZQ9","1","1",2018.44882378132,-0.011260788941744,0.747382684112261,0.999163298615518,19.9588576424016,0.0356051377050761,0.631285028464484,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200138037161764
"Clic4","ENSMUSG00000037242","Q9QYB1","1","1",2169.67632460992,-0.0298905857247517,0.243713149118147,0.999163298615518,17.8899444253791,-0.104092148748368,0.631375459866332,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.200075829055558
"Tmem41b","ENSMUSG00000047554","Q8K1A5","1","1",753.175549899676,0.00684026187514478,0.833089191197381,0.999163298615518,12.7301058664205,0.20056067540115,0.63156992239715,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199942087714207
"Elac1","ENSMUSG00000036941","Q8VEB6","1","1",540.19709703857,0.0170497885766765,0.510253101193388,0.999163298615518,15.9764958681683,0.0826622716394514,0.631607073746368,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199916541609402
"Csnk1g3","ENSMUSG00000073563","Q8C4X2","1","1",1347.79440170422,0.0711901914377102,0.0783262057709242,0.832043743007291,17.5232768554432,-0.0275234493317029,0.75850769033939,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.19989385260067
"Sh3kbp1","ENSMUSG00000040990","Q8R550","1","1",868.815148350235,0.011647446249593,0.579624348560986,0.999163298615518,22.4754372674143,0.0555858632235768,0.631654265383057,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199884093743262
"Tmx2","ENSMUSG00000050043","Q9D710","1","1",4126.68592887275,0.01870270523316,0.556814040122524,0.999163298615518,18.4742184412345,-0.0279636435506987,0.631764915514559,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199808022804365
"Opa1","ENSMUSG00000038084","P58281","1","1",3200.7690809966,0.0566448472640552,0.16113422500367,0.987501549411668,19.3084147241759,-0.0289211067833754,0.639279982027029,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199771108834818
"Ptcd2","ENSMUSG00000021650","Q8R3K3","1","1",563.512245025037,0.00361792914044274,0.902762872314223,0.99955764995295,12.7635172627734,-0.0843705455642993,0.63171481278782,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199671092103254
"Taok2","ENSMUSG00000059981","Q6ZQ29","1","1",2798.43503921767,-0.00539195374290577,0.87215607172412,0.99955764995295,16.4906558503666,0.0429625178455062,0.63175663722258,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199642339381962
"Dbn1","ENSMUSG00000034675","Q9QXS6","1","1",4051.28509017006,-0.00569321731977595,0.921946553946087,0.99955764995295,20.2223528874823,-0.0327300950129263,0.631905833382617,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199539788153555
"Fzd2","ENSMUSG00000050288","Q9JIP6","1","1",407.082280016531,-0.0340211067062553,0.210973947287136,0.999163298615518,13.6761977117509,0.0718121221570271,0.632303513168848,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199437932074985
"Gclm","ENSMUSG00000028124","O09172","1","1",1005.43320447382,-0.00726944576770656,0.826501923290559,0.999163298615518,16.6054629673697,0.0393437537411785,0.632395793635805,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199374554325914
"Ears2","ENSMUSG00000030871","Q9CXJ1","1","1",120.887954618282,-0.0164195029599252,0.397268540789975,0.999163298615518,18.0570144055556,-0.0432725000045515,0.63240875944679,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.19936565021476
"Ttc3","ENSMUSG00000040785","O88196","1","1",17646.9590742515,0.0482310032593239,0.157964972375194,0.983641471262518,18.4251923113598,-0.0832475357457056,0.642396082456761,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.199360285470106
"Snrpb","ENSMUSG00000027404","P27048","1","1",985.50284604887,0.00750793962631176,0.784306404787612,0.999163298615518,19.7038999624142,-0.037541795865522,0.633449076762593,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198651819390359
"Sgpl1","ENSMUSG00000020097","Q8R0X7","1","1",577.302579440636,0.00958910495372781,0.762342476896308,0.999163298615518,16.5899725556043,-0.0621929118361528,0.633595885973015,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.19855117824164
"Slc6a13","ENSMUSG00000030108","P31649","1","1",194.451383567417,0.0162246753404921,0.175478809127139,0.999163298615518,11.7912253517872,0.177536897204773,0.633682313363231,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198491941147948
"Fgd4","ENSMUSG00000022788","Q91ZT5","1","1",686.422190303016,0.00228042710433283,0.917777067030163,0.99955764995295,15.1077421530216,0.0684403732406782,0.633649644459744,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198342957163798
"Fam163b","ENSMUSG00000009216","Q8BUM6","1","1",3159.60235943221,0.000784630202766164,0.969773914051779,0.99955764995295,13.9695436611262,-0.113532666518722,0.633772719305138,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198258611600847
"Ncam1","ENSMUSG00000039542","P13595","1","1",4439.29467132404,-0.00719279937304692,0.807591389331064,0.999163298615518,21.5587021446007,-0.0501763113000244,0.634087810458727,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198214122395639
"Ank2","ENSMUSG00000032826","Q8C8R3","1","1",11787.467364664,0.0805600833544333,0.076868412018179,0.829924165298683,20.896646411468,0.0268024659834474,0.763460869588381,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198174807028288
"Sparc","ENSMUSG00000018593","P07214","1","1",4932.63285883135,-0.0180804798664805,0.0466292588881569,0.709233006299569,13.5364022280178,0.0308659130889968,0.893552675766763,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.198090901733075
"Rtf2","ENSMUSG00000027502","Q99K95","1","1",1441.00549688288,0.00900121890502024,0.739258284814659,0.999163298615518,14.0104909446547,0.146742224220601,0.634348859463072,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.19803536354014
"Spred1","ENSMUSG00000027351","Q924S8","1","1",4956.5371887928,0.0389109801522716,0.228936826003472,0.999163298615518,15.600188669777,-0.056928602817651,0.634731276758505,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197773627938932
"Tomm22","ENSMUSG00000022427","Q9CPQ3","1","1",1002.09815226611,-0.0668144509319364,0.114780010745751,0.915548887906997,19.5147724540887,0.0235962378340808,0.692727741852607,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197755880265913
"Dnaja1","ENSMUSG00000028410","P63037","1","1",7365.16661523682,0.00952983561631285,0.742940958459221,0.999163298615518,20.8038882357391,0.0347163328630238,0.634784044486032,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197737524817501
"Tmem14c","ENSMUSG00000021361","Q9CQN6","1","1",654.354585348109,-0.0149000863711731,0.641488838797569,0.999163298615518,18.3751319814313,0.0320242345836483,0.635315877043597,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197373818065566
"Eml6","ENSMUSG00000044072","Q5SQM0","1","1",455.340973557705,0.0230491958875047,0.422710338023493,0.999163298615518,16.9747652260304,-0.0686971116605228,0.635386164773467,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197325772855509
"Pex19","ENSMUSG00000003464","Q8VCI5","1","1",1426.17364514013,0.0107144811175206,0.737924153448981,0.999163298615518,15.6749489400128,-0.0490434175403749,0.635566574410301,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.197202478089512
"Msi2","ENSMUSG00000069769","Q920Q6","1","1",2126.192582908,0.00140309622426079,0.943011020013404,0.99955764995295,17.2509453638262,-0.0474586793849952,0.63583330071906,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196848883056348
"Timm10b","ENSMUSG00000089847","Q9WV96","1","1",323.08852986879,-0.0259135856168206,0.382798516939825,0.999163298615518,15.4998358941671,-0.056309384393602,0.636099586763537,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196838413456167
"Unk","ENSMUSG00000020770","Q8BL48","1","1",275.296066307657,0.0121115053284594,0.664386305727924,0.999163298615518,8.38185016005972,-0.115709394801932,0.636260814241941,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196728349979621
"Tef","ENSMUSG00000022389","Q9JLC6","1","1",6796.77429969418,-0.00846773347810606,0.77858609974945,0.999163298615518,5.35460939156192,-0.289108483117265,0.63628273750238,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.19671338601077
"Anln","ENSMUSG00000036777","Q8K298","1","1",522.357749712408,-0.00956973383574001,0.598563046220822,0.999163298615518,19.3935184776787,-0.225304528162198,0.636383561590272,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196644574028969
"Ap5z1","ENSMUSG00000039623","Q3U829","1","1",271.443673384547,-0.00331067111535927,0.876348625337383,0.99955764995295,6.06207869934651,-0.173595161311248,0.636162641992895,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196623990670637
"Fkbp15","ENSMUSG00000066151","Q6P9Q6","1","1",684.543561102794,0.016292098875134,0.62443647988454,0.999163298615518,15.1092948263128,-0.0476706895483758,0.636475896230077,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196581565620021
"Immt","ENSMUSG00000052337","Q8CAQ8","1","1",2162.42343371789,0.0964719680202807,0.0479202739071612,0.718203018063635,20.4231918012591,-0.00753498202097802,0.885618472497003,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196506107584816
"Washc2","ENSMUSG00000024104","Q6PGL7","1","1",1567.13145151009,-0.0105425156903759,0.712610516452961,0.999163298615518,16.2441581052222,0.0375226535216306,0.636738266813466,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.196402575939416
